Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Genres
The World's War: Forgotten Soldiers of Empire,2014,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['War', 'History']"
Rostered On,2017,16+,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
ThirtTEEN Terrors,2014,16+,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Molang,2015,all,8.4,,TRUE,FALSE,TRUE,FALSE,TRUE,[]
The Lies Within,2019,,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Thriller', 'Mystery']"
Homes By the Sea,2014,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Samantha!,2018,7+,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Hero Mask,2018,16+,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Mystery']"
First and Last,2018,18+,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Extraterrestrial,2014,,5,30%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Loving Ibiza: Series,2013,,5.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Witch Hunt: A Century of Murder,2015,18+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Crime', 'History']"
Close Your Eyes Before It's Dark,2016,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
Possessed,2019,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
Shine On with Reese,2018,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
My Sassy Girl,2017,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance', 'History']"
Dirt Every Day,2013,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Haunted,2018,18+,4.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Horror', 'Supernatural']"
Mother Goose Club,2010,,7.4,,TRUE,FALSE,TRUE,FALSE,TRUE,['Children']
The Horn,2016,,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Nature', 'Medical']"
Supervolcano,2005,7+,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Yu-Gi-Oh! Zexal,2011,7+,4.8,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Anime', 'Fantasy']"
Friday Night Tykes,2014,16+,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Sports']
Horrid Henry,2006,7+,6.1,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Comedy', 'Children']"
Go Back To Where You Came From,2011,18+,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Swift and Shift Couriers,2008,18+,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Bare Knuckle Fight Club,2017,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Sports']"
Kuromukuro,2016,16+,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Science-Fiction']"
Booba,2014,all,7.1,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Comedy', 'Children']"
Burnistoun,2009,16+,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Rosario Tijeras,2016,,5.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Project Mc²,2015,all,6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Children']"
Campus,2009,16+,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Historical Roasts,2019,18+,5.3,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Total Drama Action,2009,7+,,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Goldie & Bear,2015,all,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
45 RPM,2019,16+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Turbo FAST,2013,7+,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Children']"
Storage Wars: Northern Treasures,2017,18+,5.7,,TRUE,FALSE,TRUE,FALSE,TRUE,[]
What Happens to My Family?,2014,,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Family', 'Romance']"
Inside the Criminal Mind,2018,18+,5.4,,TRUE,TRUE,FALSE,FALSE,TRUE,['Crime']
Estocolmo,2016,18+,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Bala Loca,2016,,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Ingress: The Animation,2018,all,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Nature's Weirdest Events,2012,all,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
My Little Pony: Equestria Girls,2017,all,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children', 'Fantasy']"
Snow Wolf Family and Me,2014,all,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
The Good Cop,2015,,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Monty Python's Fliegender Zirkus,1972,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
My Only Love Song,2017,,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance', 'History']"
21 Thunder,2017,18+,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Sports']"
Sugar Rush Christmas,2019,,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Food']
Tong: Memories,2016,7+,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action']"
Smoking,2018,18+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Heavy Rescue: 401,2017,7+,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action']"
LEGO Friends,2012,all,5.2,,TRUE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Children']"
Fall In Love With Me,2014,,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Bat Pat,2016,,,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Comedy', 'Adventure', 'Children']"
Ainori Love Wagon: Asian Journey,2017,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Romance', 'Travel']"
The Magic School Bus Rides Again,2017,all,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Criminal: Germany,2019,,,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
Strawberry Shortcake's Berry Bitty Adventures,2010,all,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
Wonders of the Monsoon,2014,,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Nature']"
Hyori's Bed and Breakfast,2017,,8.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Prince Who Turns into a Frog,2005,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Love O2O,2016,16+,8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Zig and Sharko,2011,all,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Some Assembly Required,2014,all,3.5,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Comedy', 'Children']"
Anjaan: Rural Myths,2018,,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Horror', 'Supernatural']"
Afflicted,2018,18+,4.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Mystery', 'Medical']"
Baby Daddy,2015,16+,6,78%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Romance of Our Parents,2014,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Fantastic,2016,16+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Strong,2016,7+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Battlefish,2018,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure']"
VeggieTales in the City,2017,,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Children']"
Chug,2014,,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Grizzy & the Lemmings,2016,all,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Six Windows in the Desert,2020,,3.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Apaches,2015,18+,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Crime Diaries: Night Out,2019,,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Puerta 7,2020,18+,5.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Pacto de Sangue,2018,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Lockdown,2006,7+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Fate/EXTRA Last Encore,2018,18+,5.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Fantasy']"
Living Undocumented,2019,18+,6.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Dawn of the Croods,2015,7+,5.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Family']"
Spirit Riding Free: Riding Academy,2020,,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children']"
The New Adventures of Figaro Pho,2015,all,7.1,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
StarBeam,2020,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
Goodbye Mr. Black,2016,,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Thriller']"
Monster Fish,2007,,6.7,,TRUE,TRUE,FALSE,FALSE,TRUE,[]
Ocean Mysteries with Jeff Corwin,2011,all,8.2,,TRUE,FALSE,TRUE,FALSE,TRUE,['Nature']
Spectros,2020,18+,4.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Horror', 'Thriller', 'Supernatural']"
revisions,2019,18+,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Mortified Guide,2018,18+,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Dragons: Rescue Riders,2019,7+,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Conspiracy,2015,,6.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Real Rob,2015,18+,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Too Young to Die,2012,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
World's Busiest Cities,2017,,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,['Travel']
White Nights,2016,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Thriller']"
Canada's Worst Handyman,2006,7+,4.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['DIY']
A Taiwanese Tale of Two Cities,2018,,6.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Hotel Transylvania,2017,7+,5.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Tales of Irish Castles,2015,7+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,['History']
India's Frontier Railways,2015,,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Travel', 'History']"
Prisoner Zero,2016,,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children', 'Science-Fiction']"
Sniffer,2013,,6.6,,TRUE,FALSE,TRUE,FALSE,TRUE,[]
Magmel of the Sea Blue,2019,7+,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Razia Sultan,2015,,5.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'History']"
Really Me!,2011,,5.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Unremarkable Juanquini,2020,16+,4.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Who Was? Show,2018,,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Music', 'History']"
Age of Rebellion,2018,,8.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Lo que la verdad esconde: El caso Asunta,2017,16+,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Castlevania: Hymn of Blood,2012,18+,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Age of Glory,2016,,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
We Speak Dance,2018,7+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Ninja Turtles: The Next Mutation,1997,7+,4.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Adventure']"
Don't Watch This,2018,16+,3.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Horror']
Saving Mrs. Go Bong Shil,2011,,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Mekong River with Sue Perkins,2014,,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,['Travel']
Monty Python's Personal Best,2006,16+,8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Fire Chasers,2017,,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action']"
Ainori Love Wagon: African Journey,2020,,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Romance', 'Travel']"
Pacific Heat,2016,16+,5.7,17%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Crime']"
72 Dangerous Places to Live,2016,18+,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
A Cook Abroad,2015,,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Food', 'Travel']"
The Investigator: A British Crime Story,2016,,5.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Mythomanic,2019,,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,18+,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Hello Ninja,2019,all,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children']"
Murderous Affairs,2016,16+,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Exhibit A,2019,18+,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Extreme Engagement,2019,18+,5.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Cupcake & Dino - General Services,2018,7+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Fantasy']"
Earth to Luna!,2014,all,7.4,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Comedy', 'Adventure', 'Children']"
The Great Escape,2012,,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure']"
Can We Get Married?,2012,,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Romance']"
Super Monsters,2017,all,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Adventure', 'Children', 'Supernatural']"
HaMossad: Sipur Kisuy,2017,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Lucid Dream,2017,,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Death by Magic,2018,7+,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Khotey Sikkey,2011,7+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Japanese Style Originator,2008,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Singles Villa,2015,,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
I Am the Ambassador,2014,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Degenerates,2018,18+,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Larry Charles' Dangerous World of Comedy,2019,18+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Travel']"
Boca Juniors Confidential,2018,all,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,['Sports']
Under Arrest,2016,16+,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Crime']"
"Three Wives, One Husband",2018,,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
ReBoot: The Guardian Code,2018,7+,3.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
Bangkok รัก Stories 2 ตอน ไม่เดียงสา,2018,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Road Trick,2017,,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Mystery', 'Travel']"
Julius Jr.,2014,,5.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Children']"
Becoming Champions,2018,all,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Carver Kings,2015,7+,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
YG Future Strategy Office,2018,7+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
The Many Faces of Ito,2017,,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance']"
Age Gap Love,2014,,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Romance']
Three Days of Christmas,2019,18+,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Empire Games,2018,7+,5.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['History']
All About the Washingtons,2018,all,4.2,40%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Nurses Who Kill,2016,,5.9,,TRUE,FALSE,TRUE,FALSE,TRUE,"['Crime', 'Medical']"
Black Hollywood: 'They've Gotta Have Us',2018,,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Team Kaylie,2019,,4.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Lo Que la Vida Me Robó,2013,,,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Wake Up,2015,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Dino Girl Gauko,2019,7+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Children', 'Fantasy']"
Liquid Science,2017,,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Ocean Giants,2011,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
Idiotest,2014,7+,5.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Jamie and Jimmy's Food Fight Club,2012,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Drug Squad: Costa del Sol,2019,,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Skin Wars: Fresh Paint,2016,16+,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
A Thousand Goodnights,2019,,,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
My Runway,2016,7+,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Africa's Deadliest,2011,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
The Rap Game,2016,7+,5.3,,TRUE,TRUE,FALSE,FALSE,TRUE,['Music']
Mob Psycho 100,2018,all,5.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Supernatural']"
Flinch,2019,7+,4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Afghanistan: The Great Game,2012,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Dinotrux: Supercharged,2017,7+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
"Noddy, Toyland Detective",2016,all,7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Inspector Gadget,2015,all,4.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Children']"
Singapore Social,2019,,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['Romance']
Camelia La Texana,2014,,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Word Party,2016,all,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
Weekend Aristocrats,2013,,,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Clangers,2015,,7.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Hoff the Record,2015,16+,6.9,,TRUE,FALSE,TRUE,FALSE,TRUE,['Comedy']
Bindi's Bootcamp,2012,,6.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Best.Worst.Weekend.Ever.,2018,7+,6.3,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Slobby's World,2017,,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Chosen,2018,,5.5,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Thriller']"
Popples,1986,all,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
The Goop Lab,2020,18+,2.3,31%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Hairy Bikers' Asian Adventure,2014,7+,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Food', 'Travel']"
The Fierce Wife,2010,16+,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Top 10 Secrets and Mysteries,2016,7+,5.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Gods of Wheat Street,2014,,8.2,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Brown Nation,2016,,6.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Charlie's Colorforms City,2019,all,8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
Tayee,2018,,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
El Cartel 2,2010,16+,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Westside,2018,16+,5.8,20%,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Crime']"
What is Love,2012,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance']"
The Little Nyonya,2008,,,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'History']"
Traffic Cops,2003,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
44 Cats,2019,,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Children']"
Ghost Town Gold,2012,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Clash of the Collectables,2017,,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The In-Laws,2003,13+,5.7,34%,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Border Patrol,2002,7+,,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Last Hope,2018,16+,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Science-Fiction']"
The Hollywood Masters,2017,,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Birdie Buddy,2011,7+,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Romance', 'Sports']"
The Paper,2008,,6.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Home: Adventures with Tip & Oh,2016,7+,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Children']"
The Motorbike Show,2011,,8.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
"Love, Now",2007,,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
My Husband Won't Fit,2019,,6.7,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Rimba Racer,2015,,8.1,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Court Justice: Sydney,2017,,7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Casketeers,2018,16+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,['Comedy']
Kong: King of the Apes,2016,7+,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Children']"
The Dandy,2015,all,5.9,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Panda and Hedgehog,2012,,6.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Comedy', 'Romance']"
A Man Called God,2010,,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
The Judgement,2018,,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'Thriller']"
Animal Airport,2012,,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Nature', 'Travel']"
Eugenie Nights - ليالي أوجيني,2018,16+,7.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Nailed It! France,2019,,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Food']
Cromo,2015,16+,6.8,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Thriller', 'Mystery']"
House Doctor,1998,,4.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
The Last Nazis,2009,7+,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['History']
Crime Time,2018,,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Happy Jail,2019,18+,8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
All About Love,2010,,6.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Blazing Transfer Students,2017,,7.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
72 Cutest Animals,2016,,5.7,,TRUE,FALSE,FALSE,FALSE,TRUE,['Nature']
The Unknown Hitman: The Story of El Cholo Adrián,2017,,7.2,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Terrorism Close Calls,2018,,5.8,,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
Robocar Poli,2011,,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
La Esquina del Diablo,2015,,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Gunslinger Girl: Il Teatrino,2008,16+,7,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Agent,2019,,6.4,,TRUE,FALSE,FALSE,FALSE,TRUE,['Drama']
Voice,2009,,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Mahi Way,2010,,7.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Narcoworld: Dope Stories,2019,,6.6,,TRUE,FALSE,FALSE,FALSE,TRUE,['Crime']
The Good Bandit,2019,18+,7.4,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Reno My Reno,2015,,8.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Follow This,2018,18+,4.8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Fugitiva,2018,18+,5.6,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Thriller']"
Jack Hanna's Into the Wild,2007,,7.7,,TRUE,TRUE,FALSE,FALSE,TRUE,['Nature']
Tijuana,2019,16+,7.1,,TRUE,FALSE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
No Time for Shame,2019,,5.3,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Lily's Driftwood Bay,2014,all,7.9,,TRUE,FALSE,FALSE,FALSE,TRUE,['Children']
Blood & Treasures,2016,,8,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
Tamra Island,2009,16+,7.5,,TRUE,FALSE,FALSE,FALSE,TRUE,[]
