Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Decade,Actors,Producers,Genres,Language
Chuck,2007,7+,8.2,89%,False,False,True,False,True,2000,"['Zachary Levi', 'Yvonne Strahovski', 'Adam Baldwin', 'Joshua Gomez', 'Sarah Lancaster', 'Vik Sahay', 'Bonita Friedericy', 'Scott Krinsky', 'Ryan McPartlin', 'Mark Christopher Lawrence', 'Julia Ling']","['Matthew Miller', 'Matthew Miller', 'Peter Johnson', 'McG', 'Robert Duncan McNeill', 'Robert Duncan McNeill', 'Chris Fedak', 'Chris Fedak', 'Phil Klemmer', 'Josh Schwartz', 'Nicholas Wootton', 'Allison Adler', 'Allison Adler', 'Scott Rosenbaum', 'Kristin Newman', 'Paul Marks']","['Drama', 'Comedy', 'Action']",English
Psych,2006,7+,8.3,89%,False,False,True,False,True,2000,"['James Roday', 'Dulé Hill', 'Timothy Omundson', 'Corbin Bernsen', 'Maggie Lawson', 'Kirsten Nelson', 'Anne Dudek']","['Todd Harthan', 'Andy Berman', 'Saladin K. Patterson', 'Josh Bycel', 'Bill Callahan', 'Bill Callahan', 'Ron West', 'Mel Damski', 'Mel Damski', 'Steve Franks', 'Kelly Kulchak', 'J.B. Roberts', 'Chris Henze']","['Drama', 'Comedy', 'Crime']",English
Deadwood,2004,18+,8.6,92%,False,False,True,False,True,2000,"['Timothy Olyphant', 'Ian McShane', 'Molly Parker', 'Brad Dourif', 'John Hawkes', 'Paula Malcomson', 'Leon Rippy', 'William Sanderson', 'W. Earl Brown', 'Dayton Callie', 'Robin Weigert', 'Jeffrey Jones', 'Sean Bridgers', 'Jim Beaver', 'Kim Dickens', 'Bree Seanna Wall', 'Powers Boothe', 'Titus Welliver', 'Anna Gunn', 'Gerald McRaney', 'Keith Carradine']","['Mark Tinker', 'Gregg Fienberg', 'Gregg Fienberg', 'David Milch']","['Drama', 'Crime', 'Western']",English
The Man in the High Castle,2015,18+,8.0,84%,False,False,True,False,True,2010,"['Alexa Davalos', 'Rufus Sewell', 'Joel de la Fuente', 'Chelah Horsdal', 'Brennan Brown', 'Cary-Hiroyuki Tagawa', 'DJ Qualls', 'Luke Kleintank', 'Rupert Evans', ""Jason O'Mara"", 'Bella Heathcote', 'Michael Gaston', 'Frances Turner', 'Callum Keith Rennie']","['Rick Cleveland', 'David Semel', 'Elizabeth Benjamin', 'Richard Heus', 'Chris Collins', 'Erik Oleson', 'David W. Zucker', 'Ridley Scott', 'Eric Overmyer', 'Jace Richdale', 'Daniel Percival', 'Daniel Percival', 'Frank Spotnitz', 'William N. Fordes', 'Stewart Mackinnon', 'Isa Dick Hackett', 'Christopher Tricarico', 'Christian Baute', 'Kalen Egan', 'Jordan Sheehan', 'Sharon Remmer', 'Wesley Strick']","['Drama', 'Science-Fiction', 'Thriller']",English
Veep,2012,18+,8.3,93%,False,False,True,False,True,2010,"['Julia Louis-Dreyfus', 'Anna Chlumsky', 'Tony Hale', 'Reid Scott', 'Timothy Simons', 'Matt Walsh', 'Gary Cole', 'Kevin Dunn', 'Sufe Bradshaw', 'Sarah Sutherland', 'Sam Richardson', 'Clea DuVall']","['Rachel Axler', 'Julia Louis-Dreyfus', 'Armando Iannucci', 'Christopher Godsick', 'Frank Rich', 'Simon Blackwell', 'Simon Blackwell', 'Tony Roche', 'Tony Roche', 'Sean Gray', 'Chris Addison', 'Georgia Pritchett', 'Gabrielle Allan', 'Morgan Sackett', 'Morgan Sackett', 'Ian Maxtone-Graham', 'Billy Kimball', 'Steve Hely', 'Jim Margolis', 'David Mandel', 'Ted Cohen', 'Jennifer Crittenden', 'David Hyman', 'Stephanie Laing', ""Dan O'Keefe"", 'Alex Gregory', 'Alex Gregory', 'Will Smith', 'Peter Huyck', 'Peter Huyck', 'Lew Morton']",['Comedy'],English
Banshee,2013,18+,8.4,89%,False,False,True,False,True,2010,"['Antony Starr', 'Ulrich Thomsen', 'Ivana Milicevic', 'Matt Servitto', 'Frankie Faison', 'Matthew Rauch', 'Lili Simmons', 'Hoon Lee', 'Ryann Shane', 'Trieste Kelly Dunn', 'Rus Blackwell', 'Anthony Ruivivar', 'Demetrius Grosse', 'Tom Pelphrey', 'Geno Segers', 'Ben Cross', 'Afton Williamson', 'Chris Coy', 'Daniel Ross Owens', 'Langley Kirkwood']","['Alan Ball', 'Peter MacDissi', 'Greg Yaitanes', 'Jonathan Tropper', 'David Schickler', 'Ole Christian Madsen', 'Adam Targum']","['Drama', 'Action', 'Crime']",English
Oz,1997,18+,8.7,89%,False,False,True,False,True,1990,"['Ernie Hudson', 'Terry Kinney', 'Harold Perrineau', 'Rita Moreno', 'J.K. Simmons', 'Lee Tergesen', 'Dean Winters', 'George Morfogen', 'Eamonn Walker', 'Granville Adams', 'Lauren Vélez', 'Kirk Acevedo', 'B.D. Wong', 'Craig ""muMs"" Grant', 'Tom Mardirosian', 'Chuck Zito', 'Scott William Winters', 'Robert Clohessy', 'Christopher Meloni', 'Kristin Rohde', 'R.E. Rodgers', 'Adewale Akinnuoye-Agbaje', 'David Zayas', 'Edie Falco', 'Željko Ivanek', 'Anthony Chisholm', 'Michael Wright', 'J.D. Williams', 'Kathryn Erbe', 'Betty Buckley', 'Seth Gilliam', 'Eddie Malavarca', 'Philip Casnoff', 'Ellen McElduff', 'Lance Reddick', 'Luis Guzmán', 'Erik King', 'Lord Jamar', 'Rick Fox', 'Austin Pendleton', 'Luke Perry', 'Mark Margolis', 'Sean Whitesell', 'Sandra Purpuro', 'Reg E. Cathey', 'Robert John Burke', 'Tony Musante', 'Patti LuPone', 'Arija Bareikis', 'Charles Busch', 'Edward Herrmann', 'Joel Grey', 'Sandra Denton', 'Leon']","['Tom Fontana', 'Barry Levinson']","['Drama', 'Crime']",English
Tom Clancy's Jack Ryan,2018,18+,8.1,71%,False,False,True,False,True,2010,"['John Krasinski', 'Wendell Pierce', 'John Hoogenakker', 'Ali Suliman', 'Jordi Mollà', 'Francisco Denis', 'Abbie Cornish', 'Dina Shihabi', 'Jovan Adepo', 'Michael Kelly', 'Noomi Rapace', 'Cristina Umaña']","['Carlton Cuse', 'Phil Abraham', 'Andrew Form', 'Bradley Fuller', 'Michael Bay', 'Vince Calandra', 'Daniel Sackheim', 'Andrew Bernstein', 'John Krasinski', 'Graham Roland', 'David Graziano', 'Dana Goldberg', 'Marcy Ross', 'Tom Clancy', 'Lindsey Springer', 'Lindsey Springer', 'Mace Neufeld', 'David Ellison', 'Morten Tyldum', 'Allyson Seeger', 'Allyson Seeger']","['Drama', 'Action', 'Espionage']",English
True Blood,2008,18+,7.8,70%,False,False,True,False,True,2000,"['Anna Paquin', 'Nelsan Ellis', 'Rutina Wesley', 'Ryan Kwanten', 'Sam Trammell', 'Stephen Moyer', 'Chris Bauer', 'Alexander Skarsgård', 'Carrie Preston', 'Deborah Ann Woll', 'Todd Lowe', 'Kristin Bauer van Straten', 'Jim Parrack', 'Joe Manganiello', 'Lauren Bowles', 'Michael McMillian', 'Adina Porter', 'Kevin Alejandro', 'Marshall Allman', 'Janina Gavankar', ""Denis O'Hare"", 'William Sanderson', 'Lucy Griffiths', 'Jessica Tuck', 'Anna Camp', 'Michelle Forbes', 'Fiona Shaw', 'Lindsay Pulsipher', 'Mariana Klaveno', 'Mehcad Brooks', 'Michael Raymond-James', 'Kelly Overton', 'Valentina Cervi', 'Jurnee Smollett-Bell', 'Robert Kazinsky', 'Scott Foley', 'Robert Patrick', 'Arliss Howard', 'Lois Smith', 'Christopher Meloni', 'Rutger Hauer', 'Stephen Root', 'Lizzy Caplan', 'Lynn Collins']","['Alan Ball', 'Brian Buckner']","['Drama', 'Romance', 'Supernatural']",English
Good Omens,2019,7+,8.1,84%,False,False,True,False,True,2010,"['Michael Sheen', 'David Tennant', 'Sam Taylor Buck', 'Daniel Mays', 'Siân Brooke', 'Jon Hamm', 'Frances McDormand', 'Brian Cox', 'Adria Arjona', 'Ned Dennehy', 'Jack Whitehall', 'Michael McKean', 'Miranda Richardson', 'Ariyon Bakare', 'Doon Mackichan', 'Simon Merrells', 'Anna Maxwell Martin', 'Mireille Enos', 'Yusuf Gatewood', 'Bill Paterson', 'Nina Sosanya', 'Nick Offerman', 'Benedict Cumberbatch', 'Reece Shearsmith', 'Derek Jacobi', 'Mark Gatiss', 'Steve Pemberton', 'David Morrissey', 'Johnny Vegas', 'Andy Hamilton', 'Jack Whitehall']","['Caroline Skinner', 'Douglas MacKinnon', 'Neil Gaiman', 'Simon Winstone', 'Chris Sussman', 'Rob Wilkins', 'Rod Brown']","['Comedy', 'Action', 'Fantasy']",English
Teen Wolf,2011,16+,7.6,81%,False,False,True,False,True,2010,"['Tyler Posey', 'Holland Roden', 'Linden Ashby', ""Dylan O'Brien"", 'Tyler Hoechlin', 'J.R. Bourne', 'Melissa Ponzio', 'Crystal Reed', 'Shelley Hennig', 'Dylan Sprayberry', 'Arden Cho', 'Colton Haynes']","['Tim Andrew', 'Tim Andrew', 'Eric Wallace', 'Marty Adelstein', 'René Echevarria', 'Lindsay Sturman', 'Jeff Davis', 'Christian Taylor', 'Joseph P. Genier', 'Russell Mulcahy', 'Russell Mulcahy', 'Liz Gateley', 'Tony Disanto', 'Michael Thorn', 'Ian Stokes', 'Karen Gorodetzky']","['Drama', 'Romance', 'Supernatural']",English
The Pacific,2010,18+,8.3,91%,False,False,True,False,True,2010,"['James Badge Dale', 'Jon Seda', 'Joseph Mazzello', 'Ashton Holmes', 'Josh Helman', 'Rami Malek', 'Keith Nobbs', 'Martin McCann', 'Jacob Pitts', 'Tom Budge', 'William Sadler', 'Toby Leonard Moore', ""Conor O'Farrell"", 'Brendan Fletcher', 'Dylan Young', 'Joshua Bitton', 'Linda Cropper', 'Henry Nixon', 'Leon Ford', 'Scott Gibson', 'Gary Sweet', 'Caroline Dhavernas', 'Jon Bernthal', 'Annie Parisse', 'Matt Craven', 'Ian Meadows', 'Nate Corddry', 'Anna Torv', 'Dwight Braswell', 'Noel Fisher', 'Joshua Close', 'Betty Buckley', 'Brandon Keener']","['Steven Spielberg', 'Graham Yost', 'Eugene Kelly', 'Tony To', 'Gary Goetzman', 'Bruce McKenna', 'Tom Hanks']","['Drama', 'Action', 'War']",English
Grimm,2011,16+,7.8,89%,False,False,True,False,True,2010,"['David Giuntoli', 'Silas Weir Mitchell', 'Sasha Roiz', 'Russell Hornsby', 'Reggie Lee', 'Elizabeth Tulloch', 'Bree Turner', 'Claire Coffee']","['David Greenwalt', 'Jim Kouf', 'Norberto Barba', 'Naren Shankar', 'Marc Buckland', 'Todd Milliner', 'Sean Hayes', 'Rob Wright', 'Alan DiFiore', 'Richard Hatem', 'David Simkins', 'Jose Molina', 'Sarah Goldfinger', 'Dan E. Fesman', 'Lynn Kouf', 'Aaron Lipstadt']","['Drama', 'Crime', 'Supernatural']",English
The Fall,2013,18+,8.2,84%,False,False,True,False,True,2010,"['Gillian Anderson', 'Jamie Dornan', 'John Lynch', 'Bronagh Waugh', 'Niamh McGrady', 'Stuart Graham', 'Valene Kane', 'Colin Morgan', 'Archie Panjabi', 'Aisling Franciosi', ""Jonjo O'Neill"", 'Frank McCusker', 'Aisling Bea', 'Ben Peel', 'Ian McElhinney', 'Ruth Bradley', 'Michael McElhatton', 'Richard Coyle', 'Barry Ward', 'Krister Henriksson', 'Laura Donnelly', 'Aidan McArdle', 'Denise Gough', 'Martin McCann']","['Allan Cubitt', 'Patrick Irwin', 'Justin Thomson-Glover']","['Drama', 'Crime', 'Thriller']",English
The Night Manager,2016,16+,8.1,91%,False,False,True,False,True,2010,"['Tom Hiddleston', 'Michael Nardone', 'Alistair Petrie', 'Hovik Keuchkerian', 'Douglas Hodge', 'Adeel Akhtar', 'Hugh Laurie', 'Olivia Colman', 'Elizabeth Debicki', 'David Harewood', 'Tobias Menzies', 'Antonio de la Torre', 'Natasha Little', 'Tom Hollander', 'Jonathan Aris', 'Neil Morrissey', 'Aure Atika', 'Russell Tovey']","['Hugh Laurie', 'Stephen Garrett', 'Tom Hiddleston', 'David Farr', 'Susanne Bier', 'John le Carré', 'Simon Cornwell', 'Stephen Cornwell', 'William D. Johnson', 'Alexei Boltho']","['Drama', 'Thriller', 'Espionage']",English
The Grand Tour,2016,16+,8.7,66%,False,False,True,False,True,2010,"['Jeremy Clarkson', 'Richard Hammond', 'James May', 'Abbie Eaton', 'Mike Skinner']",[],"['Comedy', 'Adventure']",English
The Newsroom,2012,16+,8.6,59%,False,False,True,False,True,2010,"['Jeff Daniels', 'Emily Mortimer', 'John Gallagher, Jr.', 'Alison Pill', 'Thomas Sadoski', 'Sam Waterston', 'Olivia Munn', 'Dev Patel']","['Anthony Hemingway', 'Paul Lieberstein', 'Aaron Sorkin', 'Alan Poul', 'Scott Rudin', 'Paul Redford', 'Denis Biggs', 'Denis Biggs', 'Greg Mottola']",['Drama'],English
Counterpart,2017,18+,8.1,100%,False,False,True,False,True,2010,"['J.K. Simmons', 'Olivia Williams', 'Harry Lloyd', 'Nazanin Boniadi', 'Nicholas Pinnock', 'Sara Serraiocco', 'Ulrich Thomsen', 'Betty Gabriel', 'James Cromwell']","['Amy Berg', 'Todd Sharp', 'Erin Levy', 'Justin Marks', 'Keith Redmon', 'Joe Hipps', 'Morten Tyldum', 'Bard Dorros', 'Jordan Horowitz', 'Gary Gilbert', 'Edward L. McDonnell']","['Drama', 'Science-Fiction', 'Thriller']",English
Californication,2007,18+,8.3,57%,False,False,True,False,True,2000,"['David Duchovny', 'Evan Handler', 'Natascha McElhone', 'Pamela Adlon', 'Madeleine Martin', 'Madeline Zima']","['Stephen Hopkins', 'Lou Fusaro', 'Melanie Greene']","['Drama', 'Comedy']",English
Homecoming,2018,16+,7.5,98%,False,False,True,False,True,2010,"['Stephan James', 'Bobby Cannavale', 'Alex Karpovsky', 'Hong Chau', 'Julia Roberts', 'Shea Whigham', 'Janelle Monáe', 'Chris Cooper', 'Sissy Spacek', 'Joan Cusack']","['Evan Wright', 'David Wiener', 'Julia Roberts', 'Sam Esmail', 'Chad Hamilton', 'Kyle Patrick Alvarez', 'Alex Blumberg', 'Chris Giliberti', 'Matt Lieber', 'Micah Bloomberg', 'Eli Horowitz', 'Marisa Yeres Gill', 'Lisa Gillan']","['Drama', 'Thriller']",English
Flight of the Conchords,2007,16+,8.5,94%,False,False,True,False,True,2000,"['Kristen Schaal', 'Rhys Darby', 'Arj Barker', 'Jemaine Clement', 'Bret McKenzie']","['Troy Miller', 'James Bobin', 'Tracey Baird', 'Jemaine Clement', 'Bret McKenzie', 'Stu Smiley']",['Comedy'],English
Entourage,2004,16+,8.4,66%,False,False,True,False,True,2000,"['Adrian Grenier', 'Jeremy Piven', 'Jerry Ferrara', 'Kevin Connolly', 'Kevin Dillon', 'Debi Mazar', 'Rex Lee', 'Perrey Reeves', 'Rhys Coiro', 'Jordan Belfi', 'Emmanuelle Chriqui', 'Malcolm McDowell', 'Constance Zimmer', 'Gary Cole', ""Beverly D'Angelo"", 'Scott Caan', 'Cassidy Lehrman', 'Jonathan Keltz', 'Kate Albrecht', 'Keith Middlebrook', 'Lucas Ellin', 'Jamie-Lynn Sigler', 'William Fichtner', 'Carla Gugino', 'Janet Montgomery', 'Autumn Reeser', 'Nicolette Nightingale']","['Mark Mylod', 'Julian Farino', 'Steve Pink', 'Mark Wahlberg', 'Stephen Levinson', 'Steve Tompkins', 'Denis Biggs', 'Timothy Marx', 'Michael Benson', 'Marc Abrams', 'Larry Charles', 'Doug Ellin', 'Chris Henchy', 'Ally Musika']","['Drama', 'Comedy']",English
Sneaky Pete,2015,18+,8.2,96%,False,False,True,False,True,2010,"['Libe Barer', 'Margo Martindale', 'Peter Gerety', 'Shane McRae', 'Giovanni Ribisi', 'Marin Ireland', 'Michael Drayer', 'Jane Adams']","['Michael Dinner', 'Seth Gordon', 'Bryan Cranston', 'Graham Yost', 'Fred Golan', 'Benjamin Cavell', 'Ingrid Escajeda', 'David Shore', 'Mark A. Baker', 'Erin Gunn', 'James Degus']","['Drama', 'Crime']",English
Downton Abbey,2010,16+,8.7,,False,False,True,False,True,2010,"['Elizabeth McGovern', 'Michelle Dockery', 'Laura Carmichael', 'Penelope Wilton', 'Jim Carter', 'Phyllis Logan', 'Rob James Collier', 'Joanne Froggatt', 'Lesley Nicol', 'Sophie McShera', 'Hugh Bonneville', 'Maggie Smith', 'Brendan Coyle', 'Kevin Doyle', 'Allen Leech', 'David Robb', 'Dan Stevens', 'Siobhan Finneran', 'Raquel Cassidy', 'Lily James', 'Jessica Brown Findlay', 'Edward Speleers', 'Matt Milne', 'Amy Nuttall', 'Cara Theobold', 'Thomas Howes', 'Tom Cullen', 'Michael Fox', 'Julian Ovenden', 'Rose Leslie', 'Matthew Goode', 'Harry Hadden-Paton']","['Julian Fellowes', 'Gareth Neame', 'Rebecca Eaton', 'Nigel Marchant', 'Nigel Marchant', 'Elizabeth Trubridge', 'Liz Trubridge']","['Drama', 'Family', 'Romance']",English
Undone,2019,18+,8.2,100%,False,False,True,False,True,2010,"['Rosa Salazar', 'Angelique Cabral', 'Constance Marie', 'Siddharth Dhananjay', 'Daveed Diggs', 'Bob Odenkirk']","['Noel Bright', 'Kate Purdy', 'Elijah Aron', 'Joanna Calo', 'Raphael Bob-Waksberg', 'Steven A. Cohen', 'Tommy Pallota']","['Drama', 'Comedy', 'Fantasy']",English
Generation Kill,2008,18+,8.5,86%,False,False,True,False,True,2000,"['Alexander Skarsgård', 'James Ransone', 'Lee Tergesen', 'Stark Sands', 'Pawel Szajda', 'Kellan Lutz', 'Eric Ladin', 'Neal Jones', 'Michael Kelly', 'Owain Yeoman', 'Jonah Lotan', 'Chance Kelly', 'Brian Patrick Wade', 'Rudy Reyes', 'Jon Huertas', 'Wilson Bethel', 'Billy Lush', 'Marc Menchaca', 'Rey Valentin', 'Mike Figueroa', 'Rich McDonald', 'Eric Nenninger', 'Benjamin Busch', 'David Barrera', 'J. Salome Martinez', 'Nabil Elouahabi', 'Josh Barrett', 'Robert John Burke']","['David Simon', 'George Faber', 'Charles Pattinson', 'Anne Thomopoulos', 'Nina Kostroff-Noble', 'Ed Burns']","['Drama', 'War']",English
Humans,2015,16+,8.0,94%,False,False,True,False,True,2010,"['Colin Morgan', 'Gemma Chan', 'Katherine Parkinson', 'Tom Goodman-Hill', 'Ivanno Jeremiah', 'Theo Stevenson', 'Lucy Carless', 'Emily Berrington', 'Pixie Davies', 'Ruth Bradley', 'Neil Maskell', 'Will Tudor', 'Billy Jenkins', 'Danny Webb', 'Ṣọpẹ Dìrísù', 'Carrie-Anne Moss', 'Sonya Cassidy', 'William Hurt', 'Rebecca Front', 'Mark Bonnar', 'Dino Fetscher', 'Ukweli Roach', 'Jack Derges', 'Jill Halfpenny', 'Holly Earl', 'Marshall Allman', 'Manpreet Bachu']","['Jane Featherstone', 'Derek Wax', 'Jonathan Brackley', 'Sam Vincent', 'Emma Kingsman-Lloyd', 'Lars Lundstrom', 'Henrik Widman']","['Drama', 'Science-Fiction', 'Thriller']",English
Farscape,1999,16+,8.2,90%,False,False,True,False,True,1990,"['Ben Browder', 'Jonathan Hardy', 'Claudia Black', 'Anthony Simcoe', 'Lani John Tupu', 'Gigi Edgley', 'Wayne Pygram', 'Virginia Hey', 'Lani John Tupu', 'Paul Goddard']","[""Rockne S. O'Bannon"", 'Robert Halmi Jr', 'Brian Henson']","['Action', 'Adventure', 'Science-Fiction']",English
Monk,2002,7+,7.9,90%,False,False,True,False,True,2000,"['Tony Shalhoub', 'Jason Gray-Stanford', 'Ted Levine', 'Traylor Howard', 'Bitty Schram']","['Randall Zisk', 'Randall Zisk', 'Robbie Thompson', 'Jack Bernstein', 'Jonathan Collier', 'Hy Conrad', 'Tony Shalhoub', 'Andy Breckman', 'Tom Scharpling', 'Tom Scharpling', 'David Hoberman', 'David Breckman', 'Joe Toplyn', 'Fern Field', 'David M. Stern']","['Drama', 'Comedy', 'Crime']",English
The Thick of It,2005,18+,8.7,85%,False,False,True,False,True,2000,"['Chris Addison', 'James Smith', 'Peter Capaldi', 'Joanna Scanlan', 'Chris Langham']",[],['Comedy'],English
The Missing,2014,16+,8.2,93%,False,False,True,False,True,2010,"['Anastasia Hille', 'Tchéky Karyo', 'James Nesbitt', 'Eric Godon', ""Frances O'Connor"", 'Jason Flemyng', 'Émilie Dequenne', 'David Morrissey', 'Keeley Hawes', 'Abigail Hardingham', 'Jake Davies', 'Laura Fraser', 'Arsher Ali', 'Titus De Voogdt', 'Saïd Taghmaoui', 'Roger Allam', 'Lia Williams', 'Ken Stott', 'Florian Bartholomäi', 'Filip Peeters', 'Johan Leysen', 'Ólafur Darri Ólafsson', 'Derek Riddell', 'Anamaria Marinca', 'Diana Quick']",[],"['Drama', 'Crime', 'Thriller']",English
Carnival Row,2019,18+,7.9,57%,False,False,True,False,True,2010,"['Orlando Bloom', 'Cara Delevingne', 'Karla Crome', 'Jared Harris', 'Tamzin Merchant', 'David Gyasi', 'Andrew Gower', 'Arty Froushan', 'Indira Varma', 'Simon McBurney', 'Caroline Ford']","['Marc Guggenheim', 'Jon Amiel', 'René Echevarria', 'Orlando Bloom', 'Travis Beacham', 'Gideon Amir']","['Drama', 'Fantasy', 'Horror']",English
Eastbound & Down,2009,18+,8.2,91%,False,False,True,False,True,2000,"['Danny McBride', 'Katy Mixon', 'John Hawkes', 'Andrew Daly', 'Jennifer Irwin', 'Steve Little', 'Ben Best']","['Will Ferrell', 'Adam McKay', 'Chris Henchy', 'Danny McBride', 'Jody Hill', 'Ben Best']","['Drama', 'Comedy', 'Sports']",English
Father Ted,1995,16+,8.6,93%,False,False,True,False,True,1990,"['Dermot Morgan', ""Ardal O'Hanlon"", 'Frank Kelly', 'Pauline McLynn']",[],['Comedy'],English
The Mentalist,2008,16+,8.1,,False,False,True,False,True,2000,"['Simon Baker', 'Robin Tunney', 'Tim Kang', 'Owain Yeoman', 'Amanda Righetti', 'Rockmond Dunbar', 'Joe Adler', 'Emily Swallow', 'Josie Loren']",[],"['Drama', 'Crime', 'Mystery']",English
Poldark,2015,16+,8.3,87%,False,False,True,False,True,2010,"['Aidan Turner', 'Eleanor Tomlinson', 'Jack Farthing', 'Beatie Edney', 'Tristan Sturrock', 'Luke Norris', 'Heida Reed', 'Gabriella Wilde', 'Pip Torrens', 'Caroline Blakiston', 'Tom York', 'Ellise Chappell', 'Harry Richardson', 'Ruby Bentall', 'Phil Davis', 'Kyle Soller', 'Christian Brassington', 'Josh Whitehouse', 'Sean Gilder', 'Warren Clarke', 'John Nettles', 'Peter Sullivan', 'Kerri McLean', 'Tim Dutton', 'Vincent Regan']","['Rebecca Keane', 'Damien Timmer', 'Polly Hill', 'Debbie Horsfield', 'Karen Thrussell', 'Eliza Mellor']","['Drama', 'Romance']",English
Goliath,2016,16+,8.2,82%,False,False,True,False,True,2010,"['Billy Bob Thornton', 'Tania Raymonde', 'Nina Arianda', 'Diana Hopper', 'Julie Brister', 'Ana de la Reguera', 'William Hurt', 'Mark Duplass', 'Maria Bello', 'Olivia Thirlby', 'Sarah Wynter', 'Molly Parker', 'Britain Dalton', 'Dennis Quaid', 'Matthew Del Negro', 'Graham Greene', 'Shamier Anderson', 'Amy Brenneman', 'Morris Chestnut', 'Shamier Anderson', 'Julia Jones']","['David Semel', 'Geyer Kosinski', 'Dennie Gordon', 'David Babcock', 'Daniele Nathanson', 'Lawrence Trilling', 'Steve Turner', 'Steve Turner', 'Jennifer Ames', 'Jennifer Ames', 'Jonathan Shapiro', 'David E. Kelley', 'Ross Fineman']","['Drama', 'Crime', 'Legal']",English
Girls,2012,18+,7.3,89%,False,False,True,False,True,2010,"['Lena Dunham', 'Allison Williams', 'Jemima Kirke', 'Zosia Mamet', 'Adam Driver', 'Alex Karpovsky', 'Andrew Rannells', 'Ebon Moss-Bachrach']","['Jesse Peretz', 'Paul Simms', 'Paul Simms', 'Lena Dunham', 'Judd Apatow', 'Jennifer Konner', 'Murray Miller', 'Murray Miller', 'Tami Sagher', 'Ilene S. Landress', 'Ilene S. Landress', 'Bruce Eric Kaplan', 'Bruce Eric Kaplan']","['Drama', 'Romance']",English
